reference_genome	pangolin_lineage	WHO_label
hCoV-19/USA/WI-SMPH-0000353/2022	BA.2	Omicron_BA.2
hCoV-19/USA/TX-HMH-M-126455/2023	BA.2	Omicron_BA.2
hCoV-19/USA/NV-NSPHL-23-S002879/2023	BA.2	Omicron_BA.2
hCoV-19/USA/CA-CDPH-7000019252/2022	BA.2	Omicron_BA.2
hCoV-19/USA/TX-HMH-M-115698/2022	BA.4	Omicron_BA.4
hCoV-19/USA/TX-HMH-MCoV-116056/2022	BA.4	Omicron_BA.4
hCoV-19/USA/NY-Wadsworth-22040036-01/2022	BA.4	Omicron_BA.4
hCoV-19/USA/TX-UTEP-B002533605/2022	BA.4	Omicron_BA.4
hCoV-19/USA/TX-UTEP-B002526808/2022	BA.4	Omicron_BA.4
hCoV-19/USA/VA-VTVAS3-GSC39965/2022	BA.5	Omicron_BA.5
hCoV-19/USA/NV-NSPHL-22-00089979-01/2022	BA.5	Omicron_BA.5
hCoV-19/USA/AR-UAMS-V05687/2022	BA.5	Omicron_BA.5
hCoV-19/USA/AR-V04552/2022	BA.5	Omicron_BA.5
hCoV-19/USA/TX-HMH-M-126413/2023	BA.5	Omicron_BA.5
hCoV-19/USA/MD-HP33741-PIDVYSPRHE/2020	B.1.503	Beta
hCoV-19/USA/IL-NM-32750/2020	B.1.503	Beta
hCoV-19/USA/NY-MSK-1774/2020	B.1.503	Beta
hCoV-19/USA/TN-UW-5500558/2020	B.1.503	Beta
hCoV-19/USA/CA-CZB-4857/2020	B.1.503	Beta
hCoV-19/USA/WA-MG_LHAB49/2021	AY.25	Delta
hCoV-19/USA/WA-MG_LHAB68/2021	AY.25	Delta
hCoV-19/USA/WA-MG_LHAB100/2021	AY.25	Delta
hCoV-19/USA/WA-MG_LHAB185/2021	AY.25	Delta
hCoV-19/USA/MT-MTPHL-3957377/2021	AY.25	Delta
hCoV-19/USA/SC-7331/2021	AY.39	Delta
hCoV-19/USA/SC-FF16EA763IV/2021	AY.39	Delta
hCoV-19/USA/AR-V01670/2021	AY.39	Delta
hCoV-19/USA/WI-CDC-2-5233997/2021	AY.39	Delta
hCoV-19/USA/WA-MG_LHAB6/2021	AY.44	Delta
hCoV-19/USA/WA-MG_LHAB122/2021	AY.44	Delta
hCoV-19/USA/ND-NDDH-23022/2021	AY.44	Delta
hCoV-19/USA/NE-COPH-002080/2021	AY.44	Delta
hCoV-19/USA/CT-Yale-17359/2021	AY.46.1	Delta
hCoV-19/USA/NY-WMC2022-2709/2022	AY.46.1	Delta
hCoV-19/USA/CT-Yale-7575/2021	AY.46.1	Delta
hCoV-19/USA/CT-Yale-13738/2021	AY.46.1	Delta
hCoV-19/USA/OK-PHL-0022092/2021	AY.46.1	Delta
hCoV-19/USA/OK-OKPHL0004688/2021	AY.62	Delta
hCoV-19/USA/SC-2215/2021	AY.62	Delta
hCoV-19/USA/WV-WV123612/2021	AY.62	Delta
hCoV-19/USA/AR-UAMS-B0439465/2021	AY.62	Delta
hCoV-19/USA/NM-NMINBRE-2021231250/2021	AY.62	Delta
hCoV-19/USA/WV-WV128718/2021	AY.75	Delta
hCoV-19/USA/AR-UAMS-V02004/2021	AY.75	Delta
hCoV-19/USA/AR-B012233/2021	AY.75	Delta
hCoV-19/USA/NM-NMINBRE-2021122467/2021	AY.75	Delta
hCoV-19/USA/ND-NDDH-23054/2021	AY.75	Delta
hCoV-19/USA/WI-UW-6431/2021	AY.100	Delta
hCoV-19/USA/NM-NMINBRE-2021237823/2021	AY.100	Delta
hCoV-19/USA/NM-CDC-2-4678890/2021	AY.100	Delta
hCoV-19/USA/NC-NCSU-CORVASEQ-091721R11C11/2021	AY.100	Delta
hCoV-19/USA/ND-NDDH-22989/2021	AY.100	Delta
hCoV-19/USA/NE-CDC-2-4679188/2021	AY.103	Delta
hCoV-19/USA/ND-NDDH-23023/2021	AY.103	Delta
hCoV-19/USA/NE-COPH-000916/2021	AY.103	Delta
hCoV-19/USA/OK-PHL-0026055/2021	AY.118	Delta
hCoV-19/USA/AR-B011819/2021	AY.118	Delta
hCoV-19/USA/SC-7126/2021	AY.118	Delta
hCoV-19/USA/NC-NCSU-CORVASEQ-091721R11E8/2021	AY.118	Delta
hCoV-19/USA/ND-NDDH-23025/2021	AY.118	Delta
hCoV-19/USA/SC-7158/2021	AY.119	Delta
hCoV-19/USA/WV-WV129463/2022	AY.119	Delta
hCoV-19/USA/WA-MG_LHAB8/2021	AY.119	Delta
hCoV-19/USA/ND-NDDH-23014/2021	AY.119	Delta
hCoV-19/USA/NE-COPH-001200/2021	AY.119	Delta
